data_id,language,form,age,gender,mom_ed,comprehension,production
101059,English (British),TEDS Threes,38,Male,Some Secondary,45,45
101060,English (British),TEDS Threes,36,Male,Some Secondary,46,46
101061,English (British),TEDS Threes,36,Female,Graduate,27,27
101062,English (British),TEDS Threes,35,Male,Graduate,35,35
101063,English (British),TEDS Threes,36,Male,College,55,55
101064,English (British),TEDS Threes,35,Female,College,56,56
101065,English (British),TEDS Threes,36,Male,Some College,0,0
101066,English (British),TEDS Threes,36,Male,Some College,87,87
101067,English (British),TEDS Threes,36,Male,Graduate,43,43
101068,English (British),TEDS Threes,35,Male,Graduate,48,48
101069,English (British),TEDS Threes,35,Male,Graduate,100,100
101070,English (British),TEDS Threes,35,Male,Graduate,99,99
101071,English (British),TEDS Threes,35,Male,Primary,29,29
101072,English (British),TEDS Threes,35,Female,Primary,30,30
101073,English (British),TEDS Threes,34,Male,College,0,0
101074,English (British),TEDS Threes,34,Male,College,0,0
101075,English (British),TEDS Threes,34,Female,Secondary,49,49
101076,English (British),TEDS Threes,34,Female,Secondary,71,71
101077,English (British),TEDS Threes,44,Female,Graduate,91,91
101078,English (British),TEDS Threes,35,Female,Graduate,0,0
101079,English (British),TEDS Threes,36,Male,College,0,0
101080,English (British),TEDS Threes,36,Male,College,77,77
101081,English (British),TEDS Threes,36,Male,Some Secondary,66,66
101082,English (British),TEDS Threes,36,Male,Some Secondary,68,68
101083,English (British),TEDS Threes,36,Male,None,22,22
101084,English (British),TEDS Threes,35,Female,None,34,34
101085,English (British),TEDS Threes,36,Male,Some Secondary,54,54
101086,English (British),TEDS Threes,36,Male,Some Secondary,57,57
101087,English (British),TEDS Threes,35,Female,College,82,82
101088,English (British),TEDS Threes,35,Male,College,81,81
101089,English (British),TEDS Threes,35,Male,Graduate,100,100
101090,English (British),TEDS Threes,35,Female,Graduate,100,100
101091,English (British),TEDS Threes,35,Female,Secondary,68,68
101092,English (British),TEDS Threes,37,Male,Secondary,43,43
101093,English (British),TEDS Threes,36,Male,Some Secondary,10,10
101094,English (British),TEDS Threes,36,Male,Some Secondary,9,9
101095,English (British),TEDS Threes,39,Male,Some Secondary,92,92
101096,English (British),TEDS Threes,39,Male,Some Secondary,96,96
101097,English (British),TEDS Threes,36,Female,Primary,39,39
101098,English (British),TEDS Threes,36,Male,Primary,47,47
101099,English (British),TEDS Threes,35,Female,Graduate,85,85
101100,English (British),TEDS Threes,35,Female,Graduate,89,89
101101,English (British),TEDS Threes,36,Female,Primary,84,84
101102,English (British),TEDS Threes,36,Female,Primary,81,81
101103,English (British),TEDS Threes,40,Female,College,57,57
101104,English (British),TEDS Threes,40,Female,College,58,58
101105,English (British),TEDS Threes,35,Female,Some Secondary,100,100
101106,English (British),TEDS Threes,35,Male,Some Secondary,100,100
101107,English (British),TEDS Threes,35,Male,Primary,15,15
101108,English (British),TEDS Threes,35,Female,Primary,86,86
101109,English (British),TEDS Threes,34,Male,Some Secondary,100,100
101110,English (British),TEDS Threes,34,Male,Some Secondary,100,100
101111,English (British),TEDS Threes,36,Female,Primary,69,69
101112,English (British),TEDS Threes,36,Male,Primary,55,55
101113,English (British),TEDS Threes,34,Female,Some Secondary,100,100
101114,English (British),TEDS Threes,34,Female,Some Secondary,0,0
101115,English (British),TEDS Threes,36,Female,Some Secondary,97,97
101116,English (British),TEDS Threes,36,Male,Some Secondary,98,98
101117,English (British),TEDS Threes,35,Female,Some Secondary,94,94
101118,English (British),TEDS Threes,35,Male,Some Secondary,96,96
101119,English (British),TEDS Threes,36,Male,Primary,17,17
101120,English (British),TEDS Threes,35,Female,Primary,2,2
101121,English (British),TEDS Threes,35,Male,College,45,45
101122,English (British),TEDS Threes,35,Male,College,49,49
101123,English (British),TEDS Threes,35,Female,Some Secondary,0,0
101124,English (British),TEDS Threes,35,Male,Some Secondary,69,69
101125,English (British),TEDS Threes,35,Female,Some Secondary,90,90
101126,English (British),TEDS Threes,35,Female,Some Secondary,0,0
101127,English (British),TEDS Threes,35,Female,Secondary,59,59
101128,English (British),TEDS Threes,35,Female,Secondary,59,59
101129,English (British),TEDS Threes,37,Male,Some College,89,89
101130,English (British),TEDS Threes,37,Male,Some College,97,97
101131,English (British),TEDS Threes,35,Male,Primary,95,95
101132,English (British),TEDS Threes,35,Male,Primary,100,100
101133,English (British),TEDS Threes,35,Female,Some Secondary,53,53
101134,English (British),TEDS Threes,35,Female,Some Secondary,52,52
101135,English (British),TEDS Threes,36,Male,Secondary,74,74
101136,English (British),TEDS Threes,36,Female,Secondary,77,77
101137,English (British),TEDS Threes,35,Male,Some College,87,87
101138,English (British),TEDS Threes,35,Male,Some College,69,69
101139,English (British),TEDS Threes,34,Male,None,30,30
101140,English (British),TEDS Threes,34,Female,None,87,87
101141,English (British),TEDS Threes,36,Male,Secondary,61,61
101142,English (British),TEDS Threes,36,Male,Secondary,61,61
101143,English (British),TEDS Threes,37,Female,Primary,75,75
101144,English (British),TEDS Threes,37,Female,Primary,74,74
101145,English (British),TEDS Threes,34,Female,Some Secondary,0,0
101146,English (British),TEDS Threes,34,Female,Some Secondary,83,83
101147,English (British),TEDS Threes,36,Female,None,70,70
101148,English (British),TEDS Threes,36,Female,None,66,66
101149,English (British),TEDS Threes,35,Male,Graduate,78,78
101151,English (British),TEDS Threes,35,Female,Some Secondary,79,79
101152,English (British),TEDS Threes,35,Male,Some Secondary,78,78
101153,English (British),TEDS Threes,34,Male,Primary,86,86
101154,English (British),TEDS Threes,34,Female,Primary,97,97
101155,English (British),TEDS Threes,35,Female,None,91,91
101156,English (British),TEDS Threes,35,Female,None,88,88
101157,English (British),TEDS Threes,35,Female,Secondary,91,91
101158,English (British),TEDS Threes,35,Male,Secondary,0,0
101159,English (British),TEDS Threes,37,Male,Some Secondary,61,61
101160,English (British),TEDS Threes,37,Male,Some Secondary,58,58
101161,English (British),TEDS Threes,36,Male,Primary,58,58
101162,English (British),TEDS Threes,36,Male,Primary,58,58
101163,English (British),TEDS Threes,35,Male,College,54,54
101164,English (British),TEDS Threes,35,Male,College,15,15
101165,English (British),TEDS Threes,36,Male,NA,100,100
101166,English (British),TEDS Threes,36,Male,NA,96,96
101167,English (British),TEDS Threes,36,Male,Some Secondary,0,0
101168,English (British),TEDS Threes,36,Male,Some Secondary,0,0
101169,English (British),TEDS Threes,36,Male,Graduate,89,89
101170,English (British),TEDS Threes,36,Female,Graduate,92,92
101171,English (British),TEDS Threes,36,Male,Some Secondary,71,71
101172,English (British),TEDS Threes,36,Male,Some Secondary,85,85
101173,English (British),TEDS Threes,36,Female,Some College,83,83
101174,English (British),TEDS Threes,35,Female,Some College,83,83
101175,English (British),TEDS Threes,35,Female,College,82,82
101176,English (British),TEDS Threes,35,Male,College,83,83
101177,English (British),TEDS Threes,36,Female,Primary,78,78
101178,English (British),TEDS Threes,37,Male,Primary,0,0
101179,English (British),TEDS Threes,35,Male,Some Secondary,97,97
101180,English (British),TEDS Threes,35,Male,Some Secondary,96,96
101181,English (British),TEDS Threes,36,Male,Primary,83,83
101182,English (British),TEDS Threes,35,Male,Primary,83,83
101183,English (British),TEDS Threes,35,Male,Some Secondary,24,24
101184,English (British),TEDS Threes,36,Male,Some Secondary,24,24
101185,English (British),TEDS Threes,35,Male,Some Secondary,87,87
101186,English (British),TEDS Threes,35,Male,Some Secondary,91,91
101187,English (British),TEDS Threes,35,Female,Some Secondary,61,61
101188,English (British),TEDS Threes,35,Female,Some Secondary,66,66
101189,English (British),TEDS Threes,36,Female,College,94,94
101190,English (British),TEDS Threes,36,Female,College,52,52
101191,English (British),TEDS Threes,36,Female,Primary,98,98
101192,English (British),TEDS Threes,36,Male,Primary,96,96
101193,English (British),TEDS Threes,36,Male,College,69,69
101194,English (British),TEDS Threes,36,Male,College,60,60
101195,English (British),TEDS Threes,37,Male,College,77,77
101196,English (British),TEDS Threes,36,Female,College,0,0
101198,English (British),TEDS Threes,37,Female,Some Secondary,70,70
101199,English (British),TEDS Threes,35,Male,College,49,49
101200,English (British),TEDS Threes,35,Female,College,98,98
101201,English (British),TEDS Threes,35,Male,None,0,0
101202,English (British),TEDS Threes,35,Male,None,0,0
101203,English (British),TEDS Threes,35,Female,Some Secondary,58,58
101204,English (British),TEDS Threes,35,Male,Some Secondary,60,60
101205,English (British),TEDS Threes,36,Female,Secondary,37,37
101206,English (British),TEDS Threes,37,Female,Secondary,35,35
101207,English (British),TEDS Threes,36,Female,Secondary,47,47
101208,English (British),TEDS Threes,36,Female,Secondary,89,89
101209,English (British),TEDS Threes,36,Female,Some Secondary,66,66
101210,English (British),TEDS Threes,36,Female,Some Secondary,66,66
101211,English (British),TEDS Threes,36,Female,College,99,99
101212,English (British),TEDS Threes,36,Female,College,99,99
101213,English (British),TEDS Threes,36,Female,Some Secondary,85,85
101214,English (British),TEDS Threes,36,Female,Some Secondary,87,87
101215,English (British),TEDS Threes,37,Male,Some Secondary,92,92
101216,English (British),TEDS Threes,37,Male,Some Secondary,84,84
101217,English (British),TEDS Threes,36,Female,Graduate,77,77
101218,English (British),TEDS Threes,36,Female,Graduate,78,78
101219,English (British),TEDS Threes,36,Male,Some Secondary,75,75
101220,English (British),TEDS Threes,36,Male,Some Secondary,75,75
101221,English (British),TEDS Threes,36,Female,Some Secondary,30,30
101222,English (British),TEDS Threes,36,Male,Some Secondary,31,31
101223,English (British),TEDS Threes,37,Female,Some College,42,42
101224,English (British),TEDS Threes,37,Female,Some College,36,36
101225,English (British),TEDS Threes,36,Male,Primary,6,6
101226,English (British),TEDS Threes,36,Female,Primary,92,92
101227,English (British),TEDS Threes,36,Female,Secondary,79,79
101228,English (British),TEDS Threes,36,Female,Secondary,77,77
101229,English (British),TEDS Threes,36,Male,Primary,94,94
101230,English (British),TEDS Threes,35,Male,Primary,89,89
101231,English (British),TEDS Threes,35,Female,Primary,0,0
101232,English (British),TEDS Threes,35,Male,Primary,100,100
101233,English (British),TEDS Threes,36,Female,College,66,66
101234,English (British),TEDS Threes,36,Female,College,66,66
101235,English (British),TEDS Threes,36,Female,Some Secondary,92,92
101236,English (British),TEDS Threes,36,Female,Some Secondary,94,94
101237,English (British),TEDS Threes,36,Female,Graduate,10,10
101238,English (British),TEDS Threes,36,Female,Graduate,74,74
101239,English (British),TEDS Threes,36,Male,Primary,40,40
101240,English (British),TEDS Threes,36,Female,Primary,57,57
101241,English (British),TEDS Threes,36,Female,Graduate,61,61
101242,English (British),TEDS Threes,36,Male,Graduate,0,0
101243,English (British),TEDS Threes,36,Female,Secondary,0,0
101244,English (British),TEDS Threes,36,Female,Secondary,100,100
101245,English (British),TEDS Threes,35,Male,Secondary,88,88
101246,English (British),TEDS Threes,34,Male,Secondary,88,88
101247,English (British),TEDS Threes,36,Male,Primary,81,81
101248,English (British),TEDS Threes,35,Male,Primary,12,12
101249,English (British),TEDS Threes,35,Female,Primary,99,99
101250,English (British),TEDS Threes,35,Female,Primary,100,100
101251,English (British),TEDS Threes,36,Male,Some Secondary,58,58
101252,English (British),TEDS Threes,36,Female,Some Secondary,60,60
101253,English (British),TEDS Threes,36,Male,Primary,95,95
101254,English (British),TEDS Threes,36,Male,Primary,96,96
101255,English (British),TEDS Threes,35,Male,Some Secondary,21,21
101256,English (British),TEDS Threes,36,Male,Some Secondary,30,30
101257,English (British),TEDS Threes,35,Female,None,100,100
101258,English (British),TEDS Threes,35,Female,None,100,100
101259,English (British),TEDS Threes,42,Female,Secondary,87,87
101260,English (British),TEDS Threes,42,Female,Secondary,78,78
101261,English (British),TEDS Threes,38,Female,NA,28,28
101262,English (British),TEDS Threes,38,Female,NA,24,24
101263,English (British),TEDS Threes,35,Female,Primary,75,75
101264,English (British),TEDS Threes,35,Female,Primary,75,75
101265,English (British),TEDS Threes,36,Female,Primary,93,93
101266,English (British),TEDS Threes,36,Male,Primary,97,97
101267,English (British),TEDS Threes,36,Male,Primary,73,73
101268,English (British),TEDS Threes,36,Male,Primary,72,72
101269,English (British),TEDS Threes,36,Male,Some Secondary,63,63
101270,English (British),TEDS Threes,36,Female,Some Secondary,70,70
101271,English (British),TEDS Threes,36,Male,Primary,75,75
101272,English (British),TEDS Threes,36,Male,Primary,54,54
101273,English (British),TEDS Threes,35,Female,Graduate,71,71
101274,English (British),TEDS Threes,35,Female,Graduate,72,72
101275,English (British),TEDS Threes,36,Male,Some Secondary,92,92
101276,English (British),TEDS Threes,36,Female,Some Secondary,91,91
101277,English (British),TEDS Threes,37,Male,Secondary,52,52
101278,English (British),TEDS Threes,37,Male,Secondary,75,75
101279,English (British),TEDS Threes,38,Male,Some Secondary,46,46
101280,English (British),TEDS Threes,38,Female,Some Secondary,36,36
101281,English (British),TEDS Threes,35,Female,College,78,78
101282,English (British),TEDS Threes,36,Male,College,89,89
101283,English (British),TEDS Threes,38,Female,Graduate,70,70
101284,English (British),TEDS Threes,38,Female,Graduate,58,58
101285,English (British),TEDS Threes,36,Female,Primary,87,87
101286,English (British),TEDS Threes,36,Female,Primary,86,86
101287,English (British),TEDS Threes,36,Female,Some Secondary,95,95
101288,English (British),TEDS Threes,36,Female,Some Secondary,92,92
101289,English (British),TEDS Threes,36,Female,Some Secondary,84,84
101290,English (British),TEDS Threes,36,Male,Some Secondary,89,89
101291,English (British),TEDS Threes,35,Female,Primary,22,22
101292,English (British),TEDS Threes,35,Female,Primary,25,25
101293,English (British),TEDS Threes,36,Female,Primary,93,93
101294,English (British),TEDS Threes,36,Male,Primary,85,85
101295,English (British),TEDS Threes,36,Female,Some Secondary,100,100
101296,English (British),TEDS Threes,36,Female,Some Secondary,98,98
101297,English (British),TEDS Threes,36,Male,Some College,82,82
101298,English (British),TEDS Threes,36,Male,Some College,80,80
101299,English (British),TEDS Threes,35,Female,Secondary,0,0
101300,English (British),TEDS Threes,35,Female,Secondary,0,0
101301,English (British),TEDS Threes,37,Male,College,98,98
101302,English (British),TEDS Threes,37,Female,College,90,90
101303,English (British),TEDS Threes,37,Female,Some Secondary,66,66
101304,English (British),TEDS Threes,37,Female,Some Secondary,72,72
101305,English (British),TEDS Threes,35,Male,Secondary,35,35
101306,English (British),TEDS Threes,35,Male,Secondary,0,0
101307,English (British),TEDS Threes,36,Male,Primary,60,60
101308,English (British),TEDS Threes,36,Male,Primary,60,60
101309,English (British),TEDS Threes,35,Male,Primary,100,100
101310,English (British),TEDS Threes,35,Male,Primary,0,0
101311,English (British),TEDS Threes,35,Female,NA,92,92
101312,English (British),TEDS Threes,35,Female,NA,0,0
101313,English (British),TEDS Threes,35,Male,Primary,17,17
101314,English (British),TEDS Threes,37,Male,Primary,68,68
101315,English (British),TEDS Threes,36,Male,Some College,82,82
101316,English (British),TEDS Threes,36,Female,Some College,80,80
101317,English (British),TEDS Threes,37,Male,Secondary,89,89
101318,English (British),TEDS Threes,37,Female,Secondary,85,85
101319,English (British),TEDS Threes,36,Female,Some Secondary,76,76
101320,English (British),TEDS Threes,36,Male,Some Secondary,57,57
101321,English (British),TEDS Threes,36,Male,None,0,0
101322,English (British),TEDS Threes,36,Male,None,0,0
101323,English (British),TEDS Threes,35,Female,Primary,100,100
101324,English (British),TEDS Threes,35,Female,Primary,100,100
101325,English (British),TEDS Threes,36,Female,None,54,54
101326,English (British),TEDS Threes,35,Female,None,50,50
101327,English (British),TEDS Threes,38,Female,Primary,100,100
101328,English (British),TEDS Threes,38,Male,Primary,100,100
101329,English (British),TEDS Threes,36,Male,Some Secondary,87,87
101330,English (British),TEDS Threes,36,Male,Some Secondary,86,86
101331,English (British),TEDS Threes,35,Female,Primary,37,37
101332,English (British),TEDS Threes,35,Male,Primary,32,32
101333,English (British),TEDS Threes,36,Female,Some College,85,85
101334,English (British),TEDS Threes,36,Female,Some College,86,86
101335,English (British),TEDS Threes,35,Male,None,100,100
101336,English (British),TEDS Threes,35,Female,None,24,24
101337,English (British),TEDS Threes,35,Female,Some Secondary,99,99
101338,English (British),TEDS Threes,35,Female,Some Secondary,100,100
101339,English (British),TEDS Threes,34,Male,NA,0,0
101340,English (British),TEDS Threes,34,Male,NA,0,0
101341,English (British),TEDS Threes,35,Female,Graduate,56,56
101342,English (British),TEDS Threes,35,Male,Graduate,48,48
101343,English (British),TEDS Threes,35,Female,Some Secondary,88,88
101344,English (British),TEDS Threes,35,Male,Some Secondary,88,88
101345,English (British),TEDS Threes,35,Male,Secondary,90,90
101346,English (British),TEDS Threes,35,Female,Secondary,85,85
101347,English (British),TEDS Threes,34,Female,Primary,100,100
101348,English (British),TEDS Threes,35,Female,Primary,100,100
101349,English (British),TEDS Threes,43,Female,Primary,85,85
101350,English (British),TEDS Threes,43,Male,Primary,84,84
101351,English (British),TEDS Threes,36,Male,Secondary,75,75
101352,English (British),TEDS Threes,36,Female,Secondary,65,65
101353,English (British),TEDS Threes,37,Male,College,6,6
101354,English (British),TEDS Threes,37,Male,College,6,6
101355,English (British),TEDS Threes,34,Female,Secondary,81,81
101356,English (British),TEDS Threes,34,Female,Secondary,78,78
101357,English (British),TEDS Threes,36,Female,College,0,0
101358,English (British),TEDS Threes,36,Male,College,74,74
101359,English (British),TEDS Threes,35,Male,Some Secondary,64,64
101360,English (British),TEDS Threes,34,Male,Some Secondary,62,62
101361,English (British),TEDS Threes,36,Male,Some College,29,29
101362,English (British),TEDS Threes,36,Female,Some College,36,36
101363,English (British),TEDS Threes,35,Female,Some Secondary,84,84
101364,English (British),TEDS Threes,35,Female,Some Secondary,67,67
101365,English (British),TEDS Threes,36,Male,College,55,55
101366,English (British),TEDS Threes,36,Male,College,66,66
101367,English (British),TEDS Threes,35,Male,None,1,1
101368,English (British),TEDS Threes,35,Male,None,0,0
101371,English (British),TEDS Threes,36,Male,Some Secondary,60,60
101372,English (British),TEDS Threes,35,Male,Some Secondary,61,61
101373,English (British),TEDS Threes,36,Male,Some College,98,98
101374,English (British),TEDS Threes,36,Female,Some College,100,100
101375,English (British),TEDS Threes,36,Male,Some Secondary,100,100
101376,English (British),TEDS Threes,36,Female,Some Secondary,100,100
101377,English (British),TEDS Threes,36,Female,Secondary,89,89
101378,English (British),TEDS Threes,36,Female,Secondary,89,89
101379,English (British),TEDS Threes,35,Female,None,0,0
101380,English (British),TEDS Threes,35,Female,None,2,2
101381,English (British),TEDS Threes,34,Female,None,72,72
101382,English (British),TEDS Threes,34,Female,None,63,63
101383,English (British),TEDS Threes,36,Female,Some Secondary,23,23
101384,English (British),TEDS Threes,36,Male,Some Secondary,14,14
101385,English (British),TEDS Threes,36,Male,Some Secondary,53,53
101386,English (British),TEDS Threes,36,Male,Some Secondary,43,43
101387,English (British),TEDS Threes,40,Male,None,26,26
101388,English (British),TEDS Threes,40,Male,None,24,24
101389,English (British),TEDS Threes,40,Male,Some Secondary,73,73
101390,English (British),TEDS Threes,40,Female,Some Secondary,70,70
101391,English (British),TEDS Threes,35,Female,Some Secondary,8,8
101392,English (British),TEDS Threes,35,Female,Some Secondary,73,73
101393,English (British),TEDS Threes,36,Male,Some College,34,34
101394,English (British),TEDS Threes,36,Male,Some College,23,23
101395,English (British),TEDS Threes,35,Female,Some Secondary,61,61
101396,English (British),TEDS Threes,35,Female,Some Secondary,77,77
101397,English (British),TEDS Threes,36,Male,Some Secondary,82,82
101398,English (British),TEDS Threes,36,Female,Some Secondary,84,84
101399,English (British),TEDS Threes,36,Male,Some Secondary,100,100
101400,English (British),TEDS Threes,36,Male,Some Secondary,100,100
101401,English (British),TEDS Threes,38,Female,Primary,25,25
101402,English (British),TEDS Threes,38,Female,Primary,16,16
101403,English (British),TEDS Threes,35,Female,None,20,20
101404,English (British),TEDS Threes,35,Female,None,18,18
101405,English (British),TEDS Threes,36,Male,Some Secondary,53,53
101406,English (British),TEDS Threes,36,Male,Some Secondary,60,60
101407,English (British),TEDS Threes,35,Female,Some Secondary,76,76
101408,English (British),TEDS Threes,35,Male,Some Secondary,74,74
101409,English (British),TEDS Threes,36,Male,Graduate,86,86
101410,English (British),TEDS Threes,36,Male,Graduate,78,78
101411,English (British),TEDS Threes,36,Male,Some Secondary,68,68
101412,English (British),TEDS Threes,36,Male,Some Secondary,55,55
101413,English (British),TEDS Threes,35,Female,Some Secondary,89,89
101414,English (British),TEDS Threes,35,Male,Some Secondary,84,84
101415,English (British),TEDS Threes,37,Male,Some Secondary,55,55
101416,English (British),TEDS Threes,37,Female,Some Secondary,56,56
101417,English (British),TEDS Threes,36,Male,Some Secondary,34,34
101418,English (British),TEDS Threes,36,Female,Some Secondary,76,76
101419,English (British),TEDS Threes,35,Male,Primary,0,0
101420,English (British),TEDS Threes,35,Male,Primary,81,81
101421,English (British),TEDS Threes,36,Female,Secondary,41,41
101422,English (British),TEDS Threes,36,Female,Secondary,39,39
101423,English (British),TEDS Threes,36,Male,Graduate,90,90
101424,English (British),TEDS Threes,36,Male,Graduate,90,90
101425,English (British),TEDS Threes,37,Male,Primary,100,100
101426,English (British),TEDS Threes,37,Male,Primary,99,99
101427,English (British),TEDS Threes,35,Male,Primary,0,0
101428,English (British),TEDS Threes,36,Male,Primary,0,0
101429,English (British),TEDS Threes,35,Male,Some Secondary,37,37
101430,English (British),TEDS Threes,35,Female,Some Secondary,31,31
101431,English (British),TEDS Threes,36,Male,Some Secondary,63,63
101432,English (British),TEDS Threes,36,Female,Some Secondary,73,73
101433,English (British),TEDS Threes,35,Male,Primary,42,42
101434,English (British),TEDS Threes,35,Male,Primary,41,41
101435,English (British),TEDS Threes,36,Female,Secondary,83,83
101436,English (British),TEDS Threes,36,Male,Secondary,87,87
101437,English (British),TEDS Threes,35,Male,Some Secondary,29,29
101438,English (British),TEDS Threes,36,Male,Some Secondary,23,23
101439,English (British),TEDS Threes,34,Female,Some College,72,72
101440,English (British),TEDS Threes,34,Male,Some College,72,72
101441,English (British),TEDS Threes,35,Female,Secondary,92,92
101442,English (British),TEDS Threes,35,Female,Secondary,91,91
101443,English (British),TEDS Threes,36,Female,Some Secondary,39,39
101444,English (British),TEDS Threes,36,Male,Some Secondary,32,32
101445,English (British),TEDS Threes,36,Female,Primary,69,69
101446,English (British),TEDS Threes,36,Male,Primary,32,32
101447,English (British),TEDS Threes,36,Female,Graduate,87,87
101448,English (British),TEDS Threes,36,Female,Graduate,87,87
101449,English (British),TEDS Threes,34,Female,None,85,85
101450,English (British),TEDS Threes,34,Female,None,90,90
101451,English (British),TEDS Threes,36,Male,Some College,100,100
101452,English (British),TEDS Threes,36,Male,Some College,100,100
101453,English (British),TEDS Threes,35,Female,Some College,44,44
101454,English (British),TEDS Threes,35,Female,Some College,46,46
101455,English (British),TEDS Threes,37,Male,Some Secondary,7,7
101456,English (British),TEDS Threes,37,Male,Some Secondary,5,5
101457,English (British),TEDS Threes,36,Male,Graduate,81,81
101458,English (British),TEDS Threes,36,Male,Graduate,79,79
101459,English (British),TEDS Threes,36,Female,Some Secondary,90,90
101460,English (British),TEDS Threes,35,Male,Some Secondary,0,0
101461,English (British),TEDS Threes,34,Male,Secondary,30,30
101462,English (British),TEDS Threes,34,Male,Secondary,87,87
101463,English (British),TEDS Threes,36,Male,College,80,80
101464,English (British),TEDS Threes,36,Male,College,85,85
101465,English (British),TEDS Threes,36,Male,Secondary,46,46
101466,English (British),TEDS Threes,36,Female,Secondary,55,55
101467,English (British),TEDS Threes,36,Male,Graduate,78,78
101468,English (British),TEDS Threes,36,Male,Graduate,75,75
101469,English (British),TEDS Threes,36,Female,Some Secondary,100,100
101470,English (British),TEDS Threes,36,Female,Some Secondary,100,100
101471,English (British),TEDS Threes,36,Female,Some Secondary,41,41
101472,English (British),TEDS Threes,36,Male,Some Secondary,14,14
101473,English (British),TEDS Threes,36,Male,None,76,76
101474,English (British),TEDS Threes,36,Female,None,60,60
101475,English (British),TEDS Threes,36,Male,Some Secondary,6,6
101476,English (British),TEDS Threes,36,Male,Some Secondary,24,24
101477,English (British),TEDS Threes,35,Female,Primary,34,34
101478,English (British),TEDS Threes,35,Female,Primary,27,27
101479,English (British),TEDS Threes,37,Female,Some Secondary,91,91
101480,English (British),TEDS Threes,37,Female,Some Secondary,86,86
101481,English (British),TEDS Threes,39,Male,Some College,81,81
101482,English (British),TEDS Threes,38,Male,Some College,79,79
101483,English (British),TEDS Threes,36,Female,Secondary,81,81
101484,English (British),TEDS Threes,36,Female,Secondary,81,81
101485,English (British),TEDS Threes,36,Female,College,65,65
101486,English (British),TEDS Threes,36,Male,College,65,65
101487,English (British),TEDS Threes,35,Female,Some Secondary,100,100
101488,English (British),TEDS Threes,35,Female,Some Secondary,100,100
101489,English (British),TEDS Threes,36,Male,College,70,70
101490,English (British),TEDS Threes,36,Male,College,74,74
101491,English (British),TEDS Threes,36,Male,Primary,41,41
101492,English (British),TEDS Threes,36,Male,Primary,41,41
101493,English (British),TEDS Threes,35,Female,None,87,87
101494,English (British),TEDS Threes,35,Female,None,86,86
101495,English (British),TEDS Threes,36,Male,Primary,71,71
101496,English (British),TEDS Threes,36,Female,Primary,68,68
101497,English (British),TEDS Threes,39,Male,Some Secondary,100,100
101498,English (British),TEDS Threes,39,Male,Some Secondary,100,100
101499,English (British),TEDS Threes,37,Male,Some Secondary,55,55
101500,English (British),TEDS Threes,37,Female,Some Secondary,51,51
101501,English (British),TEDS Threes,35,Female,Some Secondary,74,74
101502,English (British),TEDS Threes,35,Female,Some Secondary,76,76
101503,English (British),TEDS Threes,36,Female,Graduate,79,79
101504,English (British),TEDS Threes,35,Male,Graduate,68,68
101505,English (British),TEDS Threes,35,Male,Some Secondary,95,95
101506,English (British),TEDS Threes,35,Female,Some Secondary,57,57
101507,English (British),TEDS Threes,35,Male,Some Secondary,74,74
101508,English (British),TEDS Threes,36,Male,Some Secondary,81,81
101509,English (British),TEDS Threes,35,Male,Some Secondary,68,68
101510,English (British),TEDS Threes,35,Female,Some Secondary,72,72
101511,English (British),TEDS Threes,37,Female,Some Secondary,0,0
101512,English (British),TEDS Threes,37,Male,Some Secondary,0,0
101513,English (British),TEDS Threes,36,Female,College,10,10
101514,English (British),TEDS Threes,36,Female,College,13,13
101515,English (British),TEDS Threes,35,Female,NA,99,99
101516,English (British),TEDS Threes,38,Female,NA,98,98
101517,English (British),TEDS Threes,35,Female,Primary,32,32
101518,English (British),TEDS Threes,35,Female,Primary,4,4
101519,English (British),TEDS Threes,40,Male,None,28,28
101520,English (British),TEDS Threes,37,Female,None,21,21
101521,English (British),TEDS Threes,36,Female,Primary,0,0
101522,English (British),TEDS Threes,36,Female,Primary,0,0
101523,English (British),TEDS Threes,36,Female,Primary,100,100
101524,English (British),TEDS Threes,36,Female,Primary,100,100
101525,English (British),TEDS Threes,35,Male,Some Secondary,96,96
101526,English (British),TEDS Threes,35,Male,Some Secondary,97,97
101527,English (British),TEDS Threes,36,Female,Some Secondary,88,88
101528,English (British),TEDS Threes,36,Male,Some Secondary,58,58
101529,English (British),TEDS Threes,36,Female,Some Secondary,83,83
101530,English (British),TEDS Threes,36,Male,Some Secondary,84,84
101531,English (British),TEDS Threes,36,Female,NA,98,98
101532,English (British),TEDS Threes,36,Female,NA,100,100
101533,English (British),TEDS Threes,36,Male,Some Secondary,14,14
101534,English (British),TEDS Threes,36,Male,Some Secondary,21,21
101535,English (British),TEDS Threes,36,Male,Secondary,75,75
101536,English (British),TEDS Threes,36,Male,Secondary,66,66
101537,English (British),TEDS Threes,34,Male,Some Secondary,29,29
101538,English (British),TEDS Threes,34,Female,Some Secondary,25,25
101539,English (British),TEDS Threes,36,Male,Some Secondary,1,1
101540,English (British),TEDS Threes,36,Male,Some Secondary,1,1
101541,English (British),TEDS Threes,35,Female,Secondary,94,94
101542,English (British),TEDS Threes,35,Female,Secondary,91,91
101543,English (British),TEDS Threes,36,Male,Secondary,51,51
101544,English (British),TEDS Threes,36,Female,Secondary,62,62
101545,English (British),TEDS Threes,37,Female,None,63,63
101546,English (British),TEDS Threes,37,Female,None,63,63
