StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q4,Q5,Q6,Q8,Q9,Q10,Q11,Q13,Q14,Q42,Q19,Q16,Q20,Q21,Q29,Q30,Q31,Q32,Q24_1,Q24_3,Q24_4,Q24_5,Q24_7,Q24_6,Q24_9,Q27,Q35
2021-02-15 18:42:47,2021-02-16 18:50:20,IP Address,79.73.194.42,100,86852,True,2021-02-16 18:50:20,R_3nPFrxOcTmJchId,,,,,52.9044036865234375,-1.23260498046875,anonymous,EN,All models are wrong but some are useful.,the output is only as good as the match between input and assumed input.,can be used for all data types.,Yes,True,True,False,"mean,standard deviation",None of the above because nothing is every truly continuous.,All of the above,central limit theorem,the distribution of sample means will be normal even for small samples.,when sampling enough data.,independent and identically distributed,each data point must be independent of other data points.,using different Likert scales within the same psychometric scale.,observations must be normally distributed.,mixing continuous and discrete data.,all of the above.,2,5,4,1,3,3,2,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-16 11:38:54,2021-02-17 02:50:16,IP Address,82.69.28.2,100,54682,True,2021-02-17 02:50:16,R_1FkosZk1AERpCKw,,,,,51.477996826171875,-0.2339019775390625,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,5,3,1,3,1,5,5,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-17 03:33:28,2021-02-17 03:39:29,IP Address,31.48.137.177,100,361,True,2021-02-17 03:39:29,R_D5ylPcwfJz4KkJb,,,,,52.9994049072265625,-1.9217987060546875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,use ranks rather than raw data.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,all data are eventually normal distributed.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,mixing continuous and discrete data.,all of the above.,5,2,2,4,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-17 04:20:58,2021-02-17 04:26:34,IP Address,90.246.197.159,100,336,True,2021-02-17 04:26:35,R_9uHUmoxjweFag4V,,,,,51.6508026123046875,-3.4832000732421875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,2,1,6,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-17 04:20:43,2021-02-17 04:34:35,IP Address,90.212.56.215,100,831,True,2021-02-17 04:34:36,R_2330315B3aic0qa,,,,,52.8058013916015625,-0.163604736328125,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,can be used for all data types.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",Discrete categories,central limit theorem,the distribution of sample means will be normal if we have enough data.,when sampling enough data.,independent and identically distributed,each data point must be independent of other data points.,using different Likert scales within the same psychometric scale.,observations must come from the same distribution.,sampling individual with facebook but without snapchat account when testing the impact of snapchat on selfesteem.,lead to biased results.,4,4,3,3,3,4,4,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-17 03:15:18,2021-02-17 04:37:17,IP Address,82.22.245.127,100,4919,True,2021-02-17 04:37:17,R_r1JPb9sZo2KvLDr,,,,,53.131500244140625,-1.2975006103515625,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,5,1,1,3,1,5,6,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-17 04:57:48,2021-02-17 05:02:46,IP Address,86.30.146.182,100,297,True,2021-02-17 05:02:46,R_3EbU8D30uJxVMob,,,,,53.13690185546875,-1.199493408203125,anonymous,EN,Models that represent reality in all it's details are the best models.,they make assumptions about what sort of input they receive to operate correctly.,can be used for all data types.,Yes,True,True,False,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,all data are eventually normal distributed.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must be normally distributed.,mixing continuous and discrete data.,corrupt the CLT (CLT doesn't apply when samples are not iid),5,2,3,2,1,3,3,i watched the entire lecture before doing this quiz.,Yes please
2021-02-17 06:00:11,2021-02-17 07:28:58,IP Address,82.1.52.2,100,5327,True,2021-02-17 07:28:58,R_2sawaZDdhJLfvEV,,,,,52.92919921875,-1.10650634765625,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,all data are eventually normal distributed.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,2,2,2,1,5,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-17 08:14:55,2021-02-17 08:19:41,IP Address,94.4.149.158,100,285,True,2021-02-17 08:19:41,R_3JdVWxmUf6zQQjI,,,,,51.62469482421875,-0.7447052001953125,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,use ranks rather than raw data.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,mixing continuous and discrete data.,all of the above.,6,1,1,1,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-17 08:07:20,2021-02-17 08:23:39,IP Address,86.184.74.84,100,979,True,2021-02-17 08:23:39,R_1f8Fa9H67GJQUNj,,,,,52.095794677734375,-2.3291015625,anonymous,EN,Models highlight aspects of reality they aim to describe.,you can break them.,can be used for all data types.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using different Likert scales within the same psychometric scale.,observations must come from the same distribution.,sampling chickens when measuring the height of pigs.,all of the above.,5,3,1,6,1,6,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-16 09:23:37,2021-02-17 09:44:48,IP Address,188.220.251.126,100,87671,True,2021-02-17 09:44:48,R_1LclAJMBKFk4CC8,,,,,52.65130615234375,-1.0876007080078125,anonymous,EN,Models that represent reality in all it's details are the best models.,the output is only as good as the match between input and assumed input.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,All of the above,central limit theorem,all data are eventually normal distributed.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using different Likert scales within the same psychometric scale.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,1,1,4,1,6,6,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-17 07:19:45,2021-02-17 09:53:34,IP Address,84.65.15.126,100,9228,True,2021-02-17 09:53:34,R_12i5pD9UwpdAZWr,,,,,51.2279052734375,-2.526092529296875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,can be used for all data types.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,mixing continuous and discrete data.,corrupt the CLT (CLT doesn't apply when samples are not iid),6,3,1,5,3,6,6,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-18 05:06:47,2021-02-18 05:12:33,IP Address,84.65.213.182,100,345,True,2021-02-18 05:12:33,R_4GcRIYx2AysQ8qB,,,,,52.8408966064453125,-1.3314971923828125,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,2,2,2,1,6,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-18 05:39:39,2021-02-18 05:44:13,IP Address,5.151.38.128,100,273,True,2021-02-18 05:44:13,R_2TWNuyWYD7gvANr,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,Models that represent reality in all it's details are the best models.,the output is only as good as the match between input and assumed input.,can be used for all data types.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individual with facebook but without snapchat account when testing the impact of snapchat on selfesteem.,all of the above.,3,6,3,2,2,6,3,i watched the entire lecture before doing this quiz.,Yes please
2021-02-18 06:20:34,2021-02-18 06:29:22,IP Address,31.205.214.52,100,528,True,2021-02-18 06:29:22,R_2rx5BFnKv4bHyj9,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,Models are simplifications of reality.,you can break them.,can be used for all data types.,Yes,False,True,False,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal even for small samples.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,lead to biased results.,1,6,3,2,5,4,2,i watched the entire lecture before doing this quiz.,Yes please
2021-02-18 04:51:35,2021-02-18 07:06:22,IP Address,5.151.36.98,100,8086,True,2021-02-18 07:06:22,R_31sBd4OjqMTmo1j,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",Discrete categories,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,1,1,3,1,6,6,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-18 07:07:32,2021-02-18 07:15:42,IP Address,90.254.163.23,100,489,True,2021-02-18 07:15:42,R_10D7XnihOHFRwYr,,,,,52.567901611328125,-0.283599853515625,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,5,4,4,3,1,5,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-18 07:57:40,2021-02-18 08:04:37,IP Address,80.7.237.85,100,416,True,2021-02-18 08:04:37,R_10r5akbiygWnXvU,,,,,52.7646942138671875,-0.889892578125,anonymous,EN,Models highlight aspects of reality they aim to describe.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,False,"mean,standard deviation",None of the above because nothing is every truly continuous.,All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,mixing continuous and discrete data.,all of the above.,6,1,1,1,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-18 08:50:38,2021-02-18 08:58:38,IP Address,213.105.167.2,100,479,True,2021-02-18 08:58:39,R_1E7nn4w3ZFAMcsF,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,can be used for all data types.,Yes,True,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when sampling enough data.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,mixing continuous and discrete data.,all of the above.,6,4,5,4,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-18 09:05:36,2021-02-18 09:12:22,IP Address,85.186.179.184,100,405,True,2021-02-18 09:12:22,R_1QcILCZbTFhTNW8,,,,,44.4290924072265625,26.1006011962890625,anonymous,EN,Models are simplifications of reality.,they produce output after receiving an input.,can be used for all data types.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",Discrete categories,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,1,2,3,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-18 09:58:06,2021-02-18 11:23:17,IP Address,5.151.27.112,100,5110,True,2021-02-18 11:23:17,R_3EYlZUv1JfBlXMr,,,,,52.9994049072265625,-1.131805419921875,anonymous,EN,Models are simplifications of reality.,you can break them.,have implicit non-arbitrary assumptions.,No,False,True,True,"mean,standard deviation",Psychometric scales,All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,never,independent and identically distributed,each data point must be independent of other data points.,using different Likert scales within the same psychometric scale.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,3,3,5,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-18 10:18:35,2021-02-18 11:54:47,IP Address,152.71.207.141,100,5772,True,2021-02-18 11:54:49,R_byMwyEbGbz4D4ZP,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,5,3,2,5,1,6,6,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-18 05:28:28,2021-02-18 12:04:48,IP Address,5.151.36.98,100,23779,True,2021-02-18 12:04:48,R_TjD3JiurORyxmrn,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,use ranks rather than raw data.,Yes,False,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,All of the above,central limit theorem,all data are eventually normal distributed.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,1,4,2,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-18 12:50:05,2021-02-18 13:03:03,IP Address,5.151.38.130,100,777,True,2021-02-18 13:03:03,R_3PpMNKQH5j4E6Ra,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,use ranks rather than raw data.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,the data must be analysed from a different person than the one obtaining the data.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling chickens when measuring the height of pigs.,all of the above.,5,3,2,2,2,5,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-18 12:55:53,2021-02-18 15:23:32,IP Address,94.194.146.234,100,8858,True,2021-02-18 15:23:33,R_78SqMJ7ECwtnsqt,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",Implicit order (ordinal),central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individual with facebook but without snapchat account when testing the impact of snapchat on selfesteem.,all of the above.,5,1,1,1,1,4,4,i watched the entire lecture before doing this quiz.,Yes please
2021-02-18 15:51:46,2021-02-18 15:58:47,IP Address,109.155.77.227,100,421,True,2021-02-18 15:58:47,R_1CK4Ba1A4a8CbXR,,,,,50.3347930908203125,-4.7592926025390625,anonymous,EN,All models are wrong but some are useful.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,all data are eventually normal distributed.,never,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,1,1,1,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-18 16:27:11,2021-02-18 16:33:36,IP Address,46.101.88.239,100,384,True,2021-02-18 16:33:36,R_1n14pYphEfwxcvm,,,,,51.5352935791015625,-0.665802001953125,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,never,independent and identically distributed,each data point must be independent of other data points.,using different Likert scales within the same psychometric scale.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,4,1,1,1,5,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-18 15:56:11,2021-02-18 16:33:39,IP Address,2.127.69.9,100,2248,True,2021-02-18 16:33:40,R_2EdaXzT4F7sdVYQ,,,,,53.4022064208984375,-1.3451995849609375,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation",Psychometric scales,All of the above,central limit theorem,all data are eventually normal distributed.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling chickens when measuring the height of pigs.,all of the above.,6,5,3,2,1,4,4,i watched the entire lecture before doing this quiz.,Yes please
2021-02-18 20:39:17,2021-02-18 20:44:14,IP Address,90.205.41.53,100,297,True,2021-02-18 20:44:14,R_23gkI6vjge1fGBE,,,,,52.45599365234375,0.0529022216796875,anonymous,EN,Models highlight aspects of reality they aim to describe.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation","First, Second, Third",Discrete categories,central limit theorem,the distribution of sample means will be normal if we have enough data.,when sampling enough data.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must be normally distributed.,sampling chickens when measuring the height of pigs.,affect the reliability of out data.,6,5,5,3,1,3,3,i watched the entire lecture before doing this quiz.,Maybe
2021-02-19 01:59:07,2021-02-19 02:06:47,IP Address,86.98.89.99,100,459,True,2021-02-19 02:06:47,R_3kHtYvJnJpRApmH,,,,,24.46380615234375,54.363006591796875,anonymous,EN,Models that represent reality in all it's details are the best models.,they will always produce an output (correct or not).,use ranks rather than raw data.,No,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",Discrete categories,central limit theorem,the distribution of sample means will be normal if we have enough data.,never,independent and identically distributed,the data must be analysed from a different person than the one obtaining the data.,using different Likert scales within the same psychometric scale.,the normal distribution must be symmetric.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,affect the reliability of out data.,4,6,6,1,4,1,1,i watched the entire lecture before doing this quiz.,Yes please
2021-02-19 01:59:19,2021-02-19 02:09:20,IP Address,86.14.228.231,100,600,True,2021-02-19 02:09:20,R_ebrroI3VsjUQCwp,,,,,52.9994049072265625,-1.131805419921875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation",None of the above because nothing is every truly continuous.,All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using different Likert scales within the same psychometric scale.,observations must come from the same distribution.,mixing continuous and discrete data.,affect the reliability of out data.,4,5,1,4,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-19 01:48:12,2021-02-19 02:42:50,IP Address,81.141.71.203,100,3278,True,2021-02-19 02:42:50,R_3qfH2zK0TyFaVXM,,,,,51.7657012939453125,-1.279693603515625,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,slope","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,all data are eventually normal distributed.,when sampling enough data.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,4,2,6,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-19 03:13:07,2021-02-19 03:18:28,IP Address,130.43.154.197,100,321,True,2021-02-19 03:18:28,R_A4q3fe29BZS314d,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal even for small samples.,when sampling enough data.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must be normally distributed.,sampling individual with facebook but without snapchat account when testing the impact of snapchat on selfesteem.,all of the above.,5,4,1,6,5,6,5,I've done this quiz multiple times already.,Yes please
2021-02-19 03:20:35,2021-02-19 03:30:28,IP Address,82.6.85.196,100,593,True,2021-02-19 03:30:29,R_3gfP08SZo6z1eKJ,,,,,51.93670654296875,-0.5099945068359375,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,1,1,3,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-19 03:32:52,2021-02-19 03:48:15,IP Address,92.15.236.44,100,922,True,2021-02-19 03:48:15,R_3EMdbDurR4hGWGr,,,,,51.8874053955078125,0.9185028076171875,anonymous,EN,All models are wrong but some are useful.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,never,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,5,2,2,3,1,4,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-19 04:01:45,2021-02-19 04:05:46,IP Address,86.155.218.220,100,240,True,2021-02-19 04:05:46,R_UtMcYBYRSJRA5bz,,,,,51.7476043701171875,-1.2483978271484375,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,False,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,all data are eventually normal distributed.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling chickens when measuring the height of pigs.,corrupt the CLT (CLT doesn't apply when samples are not iid),6,1,2,3,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-19 04:02:30,2021-02-19 05:11:43,IP Address,81.145.106.208,100,4152,True,2021-02-19 05:11:43,R_2uCBb1KK26x5lrR,,,,,51.8220977783203125,-1.316802978515625,anonymous,EN,All models are wrong but some are useful.,you can break them.,use ranks rather than raw data.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using different Likert scales within the same psychometric scale.,observations must be normally distributed.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,4,4,1,3,2,4,6,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-19 05:45:09,2021-02-19 07:35:11,IP Address,109.153.179.137,100,6602,True,2021-02-19 07:35:12,R_3D84VYKBwLZJZfS,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,all data are eventually normal distributed.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,1,1,6,1,6,6,I paused the lectures to do each part of the quiz individually.,Yes please
