2021-02-23 06:09:28,2021-02-23 06:22:07,IP Address,94.11.8.43,100,758,True,2021-02-23 06:22:07,R_3iO2nMpKMNWUekk,,,,,51.5688934326171875,0.00799560546875,anonymous,EN,LINE,all of the above.,Yes,the outcome variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of 0 and heterogeneous variance,"Group 1: mean = 5, sd = 2; Group 2: mean = 5, sd = 6",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Maybe,Maybe,2,2,1,3,1,4,3,i watched the entire lecture before doing this quiz.,Yes please
2021-02-23 06:33:01,2021-02-23 07:34:46,IP Address,90.201.118.133,100,3704,True,2021-02-23 07:34:46,R_cNPWDsxbFOe22tj,,,,,53.2144927978515625,-0.57110595703125,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,Linear models are the only way these data can be analysed.,Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of 1 and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 8, sd = 6",twitter vs social media users in general,a linear relationship between outcome and predictor variable,No,Maybe,5,4,2,2,0,4,3,i watched the entire lecture before doing this quiz.,Yes please
2021-02-23 07:33:48,2021-02-23 08:50:46,IP Address,86.184.74.84,100,4617,True,2021-02-23 08:50:46,R_cU7Ev6AvifDvScp,,,,,52.095794677734375,-2.3291015625,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is continuous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Unexplained variance,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 5, sd = 2; Group 2: mean = 5, sd = 6",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Yes,Maybe,5,3,1,5,1,6,6,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-23 05:58:02,2021-02-23 09:42:50,IP Address,90.254.163.23,100,13488,True,2021-02-23 09:42:50,R_PFDoueWhpSx311T,,,,,52.567901611328125,-0.283599853515625,anonymous,EN,LINE,all of the above.,Yes,the outcome variable is continous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Unexplained variance,Residuals have a mean of 1 and a large variance,long right tail,positive skew,exponential transformation,Mesokurtic (normal),residuals are dependent,with a mean of 0 and heterogeneous variance,"Group 1: mean = 5, sd = 2; Group 2: mean = 8, sd = 6",twitter vs social media users in general,a linear relationship between outcome and predictor variable,No,No,,,,,,,,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-23 10:15:38,2021-02-23 10:23:50,IP Address,95.147.101.227,100,492,True,2021-02-23 10:23:50,R_3fuAoQiQ70qyuD5,,,,,51.139801025390625,-0.12060546875,anonymous,EN,LINE,all of the above.,Yes,the outcome variable is continous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Yes,Yes,6,3,1,6,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-23 11:04:00,2021-02-23 11:13:34,IP Address,5.151.38.136,100,574,True,2021-02-23 11:13:34,R_2wb2ieNGe4GsYoX,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,LINE,all of the above.,No,the predictor variable is continuous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of 0 and heterogeneous variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Maybe,Yes,6,1,6,4,1,5,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-23 11:57:06,2021-02-23 12:04:09,IP Address,86.188.106.74,100,422,True,2021-02-23 12:04:10,R_3p9WlpChIBPjBfl,,,,,50.3502960205078125,-4.0912933349609375,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Leptokurtic,residuals are dependent,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,"that's all the same, Jens!",Yes,No,5,2,1,2,1,6,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-23 12:44:43,2021-02-23 12:55:12,IP Address,86.157.216.198,100,628,True,2021-02-23 12:55:12,R_6JWkU77f7w1n9jr,,,,,52.0625,-1.3428955078125,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is continuous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 and a large variance,long right tail,positive skew,log transformation,Leptokurtic,residuals correlate negatively,with a mean of zero and a constant variance,"Group 1: mean = 5, sd = 2; Group 2: mean = 8, sd = 6",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Yes,Yes,3,4,2,3,2,4,4,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 05:23:21,2021-02-23 13:11:39,IP Address,5.151.215.116,100,114498,True,2021-02-23 13:11:39,R_3ESFrl84ujOFaPE,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of 0 and heterogeneous variance,"Group 1: mean = 5, sd = 2; Group 2: mean = 8, sd = 6",twitter vs social media users in general,"that's all the same, Jens!",No,Yes,5,5,2,5,2,5,4,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-23 13:24:04,2021-02-23 13:28:02,IP Address,80.7.237.85,100,238,True,2021-02-23 13:28:03,R_2Po5Q8MeQHkhYTp,,,,,52.7646942138671875,-0.889892578125,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Model prediction error,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 5, sd = 2; Group 2: mean = 8, sd = 6",twitter vs social media users in general,a linear relationship between outcome and predictor variable,No,Yes,6,1,1,1,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-23 14:01:33,2021-02-23 14:07:38,IP Address,31.205.226.128,100,364,True,2021-02-23 14:07:38,R_29fYSpFknufJCRf,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,LINE,all of the above.,Yes,the outcome variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Model prediction error,Residuals have a mean of 1 with a small variance,long right tail,positive skew,log transformation,Platokurtic,residuals correlate positively,with a mean of 1 and a heterogeneous variance,"Group 1: mean = 5, sd = 2; Group 2: mean = 5, sd = 6",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Yes,Maybe,6,3,1,4,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-23 11:55:17,2021-02-23 15:21:50,IP Address,94.194.146.234,100,12393,True,2021-02-23 15:21:50,R_Agtqwsnfhy0AHux,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,Linear models are the only way these data can be analysed.,Model prediction error,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Yes,No,3,4,2,2,1,6,6,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-23 16:23:56,2021-02-23 16:30:54,IP Address,109.123.74.195,100,417,True,2021-02-23 16:30:54,R_33B8uysGFOnPaYX,,,,,51.5095977783203125,-0.097198486328125,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is continuous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of 0 and heterogeneous variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Maybe,No,4,4,2,2,2,6,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-24 02:43:22,2021-02-24 02:58:55,IP Address,90.246.217.14,100,933,True,2021-02-24 02:58:55,R_1Kd9lS7AUqdOSpE,,,,,51.520904541015625,-3.0915069580078125,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is continuous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Yes,No,6,1,1,6,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-24 04:20:09,2021-02-24 04:24:50,IP Address,92.9.164.147,100,280,True,2021-02-24 04:24:50,R_3LbFDbBKeuzOwCH,,,,,51.57330322265625,-0.396392822265625,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,"that's all the same, Jens!",Yes,No,6,,,,,,,i watched the entire lecture before doing this quiz.,Yes please
2021-02-24 04:43:24,2021-02-24 04:49:26,IP Address,90.215.215.253,100,362,True,2021-02-24 04:49:26,R_2V9dHSj4KU48tJz,,,,,53.2339935302734375,-1.446197509765625,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Residual error / variance,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Maybe,No,,,,,,,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-24 04:45:26,2021-02-24 04:53:00,IP Address,86.14.196.138,100,453,True,2021-02-24 04:53:01,R_4SLsVGPKb3M9dO9,,,,,53.13690185546875,-1.199493408203125,anonymous,EN,LINE,our conclusions might be invalid.,Yes,the predictor variable is continuous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Unexplained variance,Residuals have a mean of 0 with a small variance,long left tail,positive skew,log transformation,Leptokurtic,residuals doesn't affect each other.,with a mean of 0 and heterogeneous variance,"Group 1: mean = 5, sd = 2; Group 2: mean = 5, sd = 6",facebook vs snapchat users,a linear relationship between outcome and predictor variable,Yes,Maybe,3,3,1,1,1,6,4,i watched the entire lecture before doing this quiz.,Yes please
2021-02-24 05:01:00,2021-02-24 05:46:43,IP Address,86.151.90.159,100,2742,True,2021-02-24 05:46:43,R_9WXzynkbbPGRwWd,,,,,53.1092987060546875,-1.989593505859375,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 1 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of 1 and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 8, sd = 6",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Yes,No,6,5,2,1,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-24 08:14:46,2021-02-24 08:20:18,IP Address,85.186.179.184,100,332,True,2021-02-24 08:20:19,R_PYC0qqvUhzUk7PX,,,,,44.4290924072265625,26.1006011962890625,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 and a large variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Yes,Maybe,6,3,2,2,2,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-24 08:22:37,2021-02-24 08:27:42,IP Address,79.73.49.38,100,304,True,2021-02-24 08:27:42,R_2OUur0odOfy63iP,,,,,52.6078033447265625,-1.0782928466796875,anonymous,EN,LINE,our conclusions might be invalid.,Yes,the outcome variable is continous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,exponential transformation,Leptokurtic,residuals correlate positively,with a mean of 0 and heterogeneous variance,"Group 1: mean = 5, sd = 2; Group 2: mean = 5, sd = 6",facebook vs snapchat users,a linear relationship between outcome and predictor variable,Maybe,Maybe,3,5,4,1,1,5,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-24 09:54:40,2021-02-24 10:01:44,IP Address,94.2.1.51,100,424,True,2021-02-24 10:01:45,R_2QnA6CpltGCYVcN,,,,,52.970703125,-1.0930023193359375,anonymous,EN,LINE,all of the above.,Yes,the outcome variable is continous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Unexplained variance,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Yes,No,6,4,1,1,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-24 10:10:05,2021-02-24 10:19:08,IP Address,82.1.52.2,100,543,True,2021-02-24 10:19:09,R_2ZUrbS7Dxj2Fqux,,,,,52.92919921875,-1.10650634765625,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of 1 and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 8, sd = 6",twitter vs social media users in general,"that's all the same, Jens!",Maybe,No,4,5,2,2,2,5,3,i watched the entire lecture before doing this quiz.,Yes please
2021-02-24 14:22:41,2021-02-24 14:28:49,IP Address,5.151.215.115,100,368,True,2021-02-24 14:28:50,R_DVv0zuAjJB2vwnn,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,LINE,all of the above.,Yes,the outcome variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Unexplained variance,Residuals have a mean of 0 with a small variance,long right tail,positive skew,long transformation,Platokurtic,residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 8, sd = 6",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Yes,Yes,5,2,1,2,1,5,4,i watched the entire lecture before doing this quiz.,Yes please
2021-02-25 06:20:09,2021-02-25 06:26:20,IP Address,81.110.246.86,100,370,True,2021-02-25 06:26:20,R_1f1K3xzK62ITSx0,,,,,52.92919921875,-1.10650634765625,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Platokurtic,residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",facebook vs snapchat users,a linear relationship between outcome and predictor variable,Yes,Yes,6,5,1,3,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-25 06:28:03,2021-02-25 06:31:39,IP Address,86.30.146.182,100,215,True,2021-02-25 06:31:39,R_1obZzglXaRkYVOR,,,,,53.13690185546875,-1.199493408203125,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 1 with a small variance,long right tail,positive skew,log transformation,Platokurtic,residuals doesn't affect each other.,with a mean of 1 and a heterogeneous variance,"Group 1: mean = 5, sd = 2; Group 2: mean = 5, sd = 6",twitter vs social media users in general,"that's all the same, Jens!",Yes,Yes,5,2,1,1,1,5,4,i watched the entire lecture before doing this quiz.,Yes please
2021-02-25 06:53:54,2021-02-25 07:03:43,IP Address,92.15.236.44,100,588,True,2021-02-25 07:03:44,R_2AXTOqPkIDXOYEK,,,,,51.8874053955078125,0.9185028076171875,anonymous,EN,LINE,our conclusions might be invalid.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Model prediction error,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 5, sd = 2; Group 2: mean = 8, sd = 6",twitter vs social media users in general,a linear relationship between outcome and predictor variable,No,Yes,3,3,2,3,1,6,4,i watched the entire lecture before doing this quiz.,Yes please
2021-02-25 06:21:00,2021-02-25 08:23:18,IP Address,81.141.91.57,100,7337,True,2021-02-25 08:23:19,R_2BhqbtaieKxo813,,,,,51.8220977783203125,-1.316802978515625,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 5, sd = 2; Group 2: mean = 5, sd = 6",facebook vs snapchat users,"that's all the same, Jens!",Yes,No,6,5,4,3,3,5,6,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-25 10:57:27,2021-02-25 10:59:53,IP Address,82.9.202.23,100,146,True,2021-02-25 10:59:54,R_1NaiR3SHFXPFV4j,,,,,51.7118988037109375,-0.0688934326171875,anonymous,EN,LINE,all of the above.,No,the outcome variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Model prediction error,Residuals have a mean of 0 and a large variance,long left tail,positive skew,lag transformation,Platokurtic,residuals correlate positively,with a mean of 1 and a heterogeneous variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,an additive increase between adjacent units,Maybe,Maybe,1,5,3,3,5,3,1,i watched the entire lecture before doing this quiz.,Yes please
2021-02-25 13:40:34,2021-02-25 13:59:23,IP Address,87.115.238.105,100,1128,True,2021-02-25 13:59:23,R_TqtBWwacQUAp5ol,,,,,52.6493988037109375,-1.12030029296875,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Model prediction error,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,"that's all the same, Jens!",Yes,No,5,4,4,2,1,5,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-24 16:40:45,2021-02-25 17:57:47,IP Address,80.3.253.237,100,91022,True,2021-02-25 17:57:47,R_p66Y8WLcTJ7vydH,,,,,52.9647979736328125,-1.21319580078125,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is continuous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,"that's all the same, Jens!",Yes,No,5,3,1,2,1,6,6,I paused the lectures to do each part of the quiz individually.,Yes please
